query	alternative query	main passage	citation
学术上对于青春期的研究。	青春期可能带来的困扰。	青春期的孩子已不像儿童期那样对父母顺从、无话不谈，国外有学者称少年期为亲子关系的危机期。在这个时期亲子关系发生大幅度变化，是许多父母最感苦恼、困惑，学生也感烦恼的时期。这样的亲子之间的困扰严重影响到孩子的学业成绩、亲子关系、心理健康。亲子关系对学生的社会化具有特殊重要的意义，而一个好的亲子关系，良好的亲子沟通是关键。	李玲. 初中生亲子沟通、成就动机及其团体辅导的研究 [D]. 西南大学. 2023
亲子的定义是什么？	怎么定义父母对孩子的责任？	亲子原是遗传学中的用语，指亲代和子代之间的生物血缘关系。在心理学领域中，不同的研究者对亲子的定义提出了不同的观点。有的是从血缘和教养行为相结合的角度来定义，如张大华认为亲子关系是亲代（父母）与子代（子女）之间以血缘为纽带的相互依存、相互影响、相互制约的有明显感情倾向的特殊关系。雷雳等则认为亲子关系是父母与子女之间的关系，是以血缘和共同生活为基础，以抚养、教养、赡养为基本内容的自然关系和生活关系的统一体。有的研究者是从亲子之间的互动作用角度来定义，如有人将其定义为“以血缘和共同生活为基础的父母与子女之间相互作用所构成的、亲子双方行为为体系的自然关系和社会关系的统一体”（刘晓梅、李康，1996）。还有的研究者从教养行为的角度来定义，如朱智贤认为亲子关系是父母与其亲生子女、养子女或继子女之间的关系。	李玲. 初中生亲子沟通、成就动机及其团体辅导的研究 [D]. 西南大学. 2024
亲子沟通是什么？	该如何让去定义亲子沟通？	沟通是指人们通过各种言语、非言语的形式进行信息交流的过程，如交流思想、表达情感等（周晓虹，2001）。沟通是人们互相联系的最主要的形式，人们通过沟通可以相互了解、相互合作、学习进而适应社会环境、共同发展。魏然提出，亲子沟通是父母与子女双方主体在亲缘关系的基础上，在共同创造的独特家庭情境中，基于各自的角色定位和不同的态度、需要，运用各种沟通方式在双方之间传递信息、交流感情的过程。这一定义强调了亲子沟通的内部心理过程。亲子沟通是父母和子女间交换资料、信息、观点、意见、情感和态度，以达到共同的了解、信任与互相合作的过程（金盛华，张杰，2002）。该定义强调了亲子沟通是双向的、互动的。	李玲. 初中生亲子沟通、成就动机及其团体辅导的研究 [D]. 西南大学. 2025
在亲子沟通中，什么因素能起到关键性的影响？	什么因素能在亲子关系中取到决定性的作用？	成就动机。	李玲. 初中生亲子沟通、成就动机及其团体辅导的研究 [D]. 西南大学. 2026
什么是成就动机？	成就动机。	动机（motivation）是指引起、推动、维持与调节个体的行为，使之趋向一定目标的心理过程或内在动力（左斌，2009）。其可以是精神的，也可以是物质的。成就动机最初被称为成就需要，是由 Murry 于 1938 年提出的，其认为成就需要是人的首要需要，让人想去追求较高的目标，面对困难的任务也想去挑战而不是退缩，面对各种竞争环境都想超过他人，想让自己变优秀。随后麦克里兰（D. McClelland）于 1961 年正式提出了成就动机的概念，他认为成就动机就是在竞争中，渴望成功的一种自我驱动力，或者说是一种对于成功的关注倾向，这种关注是人格结构中的是稳定的。	李玲. 初中生亲子沟通、成就动机及其团体辅导的研究 [D]. 西南大学. 2027
成就动机是怎样形成的？	成就动机中，强和弱的区别？	Atkinson 提出，成就动机的形成过程中，在意识上有两个方向彼此相对的心理作用：一是希望成功，二是避免失败。即人们在完成任务时趋向于成功带来的成就感，回避失败带来的挫败感。成就动机强的人在追求成功的过程中能施展个人才能，克服重重困难和障碍。也有学者认为成就动机是一种在生活环境中所习得的人格特质，是非智力因素的重要组成部分，成就动机的强弱决定着人们在各项任务的表现中的优劣（景怀斌，1995）	李玲. 初中生亲子沟通、成就动机及其团体辅导的研究 [D]. 西南大学. 2028
亲子沟通作用机制理论。	亲子沟通的机制是什么？	家庭沟通图式理论；在一个家庭中，成员彼此之间存在一个关于家庭关系和成员沟通的内在工作模型，个体以此来解释其他家庭成员的言行，具有相对稳定性，即称为家庭图式（Fitzpatrick，1994）。其实家庭成员之间除了共同的家庭系统图式外，还会因成员间的关系性质不同而产生不同的沟通图式，如夫妻沟通图式、亲子沟通图式。同时 Fitzpatrick 把亲子沟通分为关系定向和观念定向两个维度；不同的定向关注点有所差别，关系定向的沟通注重家庭的和谐和成员之间的粘黏性，很希望家庭成员之间各个方面都要同质；而观念定向则看中个体需要有自己的见解和观点，家庭氛围相对自由，不受约束，可以勇于表达自己。	李玲. 初中生亲子沟通、成就动机及其团体辅导的研究 [D]. 西南大学. 2029
亲子关系中资源交换理论是什么？	资源交换理论在亲子关系中扮演着怎样的角色？	资源交换理论；该理论认为沟通无非在于资源的交换，家庭的沟通就在于家庭成员之间彼此交换资源，这能很好地解释为何父母不同的沟通方式下子女的发展也会不同。如专制型的父母，其子女更易出现攻击行为，这是因为儿童在亲子沟通中接收到的资源就是强硬、霸道。	李玲. 初中生亲子沟通、成就动机及其团体辅导的研究 [D]. 西南大学. 2030
亲子沟通功能理论是什么？	亲子沟通理论有什么功能？	Olson 的曲线理论模型；Olson（1986） 认为家庭功能是家庭成员之间情感联系、沟通以及应对外部事件有效性的反映。它包括 3 个维度：亲密度、适应性和对亲密和适应起促进的沟通维度。Olson 从两个维度考察了沟通对家庭功能的影响：其一是开放性沟通，指在家庭中，亲子双方都能自由地表达自己的观念和情感，而不是一定要求同质；其二是问题性沟通，它指亲子在沟通过程中存在一定的问题，不能顺畅表达，会有所顾忌。一个良好的家庭沟通模式是开放性沟通多而问题沟通少。	李玲. 初中生亲子沟通、成就动机及其团体辅导的研究 [D]. 西南大学. 2031
亲子沟通中有哪些影响因素？	有哪些因素可以影响亲子沟通？	青少年的性别、青少年的年龄、家庭环境、父母教养方式等对亲子沟通的影响。	李玲. 初中生亲子沟通、成就动机及其团体辅导的研究 [D]. 西南大学. 2032
父母性别的不一样会对亲子沟通有影响吗？	亲子沟通中家长性别的差距会带来不一样的沟通吗？	家长性别对亲子沟通的影响。许多研究发现，相比和父亲交流，青少年更乐于与母亲交流，和母亲的交流的内容更广，沟通时间更长，沟通频率也会高于与父亲的交流。且青少年多数表示和母亲交流会比和父亲交流更让自己轻松、满意，在交流中母亲也会更加主动。这个结果可能和女性更擅长语言表达，情感表达有关。	李玲. 初中生亲子沟通、成就动机及其团体辅导的研究 [D]. 西南大学. 2033
孩子的性别会对亲子沟通有影响吗？	亲子沟通中孩子性别的差距会带来不一样的沟通吗？	"青少年性别对亲子沟通的影响。青少年的性别是否对他们和父母的沟通有所影响呢？研究结果仍存在争议。有研究发现，与男孩相比，女孩与父母的沟通更多（Noller,Bagi,1985）。也有研究认为亲子沟通的满意度与青少年性别无关（Masslam,1990）。"	李玲. 初中生亲子沟通、成就动机及其团体辅导的研究 [D]. 西南大学. 2034
孩子的年龄会对亲子沟通有影响吗？	亲子沟通中孩子年龄的不同会带来不一样的沟通吗？	"青少年年龄对亲子沟通的影响。处于青春期早期的青少年相比青春期中期的青少年，更愿意与家长开放地沟通，但他们在亲子问题沟通上没有显著差异（Jackson,1998）.方晓义的研究发现，随着年级的上升，多数初中生与父母的冲突会有所增加。张峰的研究指出，初一到高三的青少年亲子沟通状况在年级上存在显著差异，亲子沟通状况随着年级的增长呈 u 型曲线。"	李玲. 初中生亲子沟通、成就动机及其团体辅导的研究 [D]. 西南大学. 2035
家庭环境会对亲子沟通有影响吗？	亲子沟通中家庭环境会带来不一样的沟通吗？	父母的教养方式，家庭环境影响亲子沟通状况。研究发现生活在温暖、支持的家庭氛围中的青少年能够和父母更直接、平等、耐心地讨论彼此之间的分歧，沟通的问题也会减少；生活在充满敌意、专制性的家庭中，青少年和父母之间沟通往往会存在较多问题，彼此不能坦诚地表达心里的想法。	李玲. 初中生亲子沟通、成就动机及其团体辅导的研究 [D]. 西南大学. 2036
家庭结构会对亲子沟通有影响吗？	亲子沟通中家庭结构会带来不一样的沟通吗？	"家庭结构和亲子沟通质量密切相关。核心家庭比单亲家庭的亲子沟通质量要好（Sandy,1998）。相比双亲家庭而言，离异家庭和收养家庭儿童与父母的沟通会存在更多的摩擦和冲突、沟通频次也更少（Vuchinich,2002;郑满利，2004；郭珊珊，2005）。此外雷雳（2002）的研究还发现，家庭结构虽然会影响亲子沟通，但在离异家庭中，其对父子沟通影响较大，而很少会影响母子沟通。"	李玲. 初中生亲子沟通、成就动机及其团体辅导的研究 [D]. 西南大学. 2037
社会文化会对亲子沟通有影响吗？	亲子沟通中社会文化会带来不一样的沟通吗？	不同的社会文化影响亲子沟通的内容。在相对开放的文化下，亲子之间的话题更加广泛和开放，涉及异性交往、性、吸毒、饮酒等，在相对更加保守的文化下，如中国，亲子沟通涉及的话题更多的是学业情况、同伴交往、零花钱、课外活动等内容（房超，方晓义，2003）。	李玲. 初中生亲子沟通、成就动机及其团体辅导的研究 [D]. 西南大学. 2038
